File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF527ETB	bed narrowPeak	peaks and background as input for IDR	ENCSR069DFE	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster										fru-dmelanogaster	DNA					False	2017-09-28	modENCODE				2							ENCFF463RYF, ENCFF662NYE	769944	Kevin White, UChicago	940536dc7cb297d2b26d532ec46f310c		https://www.encodeproject.org/files/ENCFF527ETB/@@download/ENCFF527ETB.bed.gz	dm6				released	s3://encode-public/2017/07/02/6c656901-6c32-4d32-863a-7944c0b38f99/ENCFF527ETB.bed.gz				
ENCFF088JME	bed narrowPeak	peaks and background as input for IDR	ENCSR069DFE	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster										fru-dmelanogaster	DNA					False	2017-09-28	modENCODE				1, 2							ENCFF180YYY, ENCFF463RYF, ENCFF662NYE	772631	Kevin White, UChicago	a8845e04d6acae9f53422cc6bda361a4		https://www.encodeproject.org/files/ENCFF088JME/@@download/ENCFF088JME.bed.gz	dm6				released	s3://encode-public/2017/07/02/f684199c-3c6a-45f9-b577-2f12278f4969/ENCFF088JME.bed.gz				
ENCFF108OTF	bed narrowPeak	optimal IDR thresholded peaks	ENCSR069DFE	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster										fru-dmelanogaster	DNA					False	2017-09-28	modENCODE				1, 2							ENCFF088JME, ENCFF278JBN, ENCFF527ETB	2714	Kevin White, UChicago	8ee0647167a6616b4e44643ebbd16762		https://www.encodeproject.org/files/ENCFF108OTF/@@download/ENCFF108OTF.bed.gz	dm6				released	s3://encode-public/2017/07/02/a0cf3990-4925-45ff-8916-c21beb86b818/ENCFF108OTF.bed.gz				
ENCFF372YPR	bed narrowPeak	peaks and background as input for IDR	ENCSR175KWV	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster										Su(H)-dmelanogaster	DNA					False	2017-09-28	modENCODE				1, 2							ENCFF504QSB, ENCFF629EPV, ENCFF930SEJ	791478	Kevin White, UChicago	fe9f6336934348eefa43a792477ccb2a		https://www.encodeproject.org/files/ENCFF372YPR/@@download/ENCFF372YPR.bed.gz	dm3				released	s3://encode-public/2017/01/09/cd2e2818-c259-41e6-bf26-8aa763429ad7/ENCFF372YPR.bed.gz				
ENCFF763WGN	bed narrowPeak	peaks and background as input for IDR	ENCSR175KWV	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster										Su(H)-dmelanogaster	DNA					False	2017-09-28	modENCODE				1							ENCFF629EPV, ENCFF930SEJ	792198	Kevin White, UChicago	5490c38f97bdad4361ef7bc0f6afa33e		https://www.encodeproject.org/files/ENCFF763WGN/@@download/ENCFF763WGN.bed.gz	dm3				released	s3://encode-public/2017/01/09/46708e02-a631-4de1-9103-d83ac81fec01/ENCFF763WGN.bed.gz				
ENCFF974QUA	bed narrowPeak	optimal IDR thresholded peaks	ENCSR175KWV	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster										Su(H)-dmelanogaster	DNA					False	2017-09-28	modENCODE				1, 2							ENCFF135ZWF, ENCFF372YPR, ENCFF763WGN	974	Kevin White, UChicago	b08cd9e7c94cc641a8b036f0b5ce1e90		https://www.encodeproject.org/files/ENCFF974QUA/@@download/ENCFF974QUA.bed.gz	dm3				released	s3://encode-public/2017/01/09/381c5791-cf1b-4a10-be37-16388f4e7161/ENCFF974QUA.bed.gz				
ENCFF303VKY	bed narrowPeak	peaks and background as input for IDR	ENCSR175KWV	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster										Su(H)-dmelanogaster	DNA					False	2017-09-28	modENCODE				2							ENCFF402LBQ, ENCFF602NWK	775195	Kevin White, UChicago	bb0b5897ded20daa19bcff29f67ede1c		https://www.encodeproject.org/files/ENCFF303VKY/@@download/ENCFF303VKY.bed.gz	dm6				released	s3://encode-public/2017/01/09/edd63998-1c79-4971-8808-d30c14312e77/ENCFF303VKY.bed.gz				
ENCFF135ZWF	bed narrowPeak	peaks and background as input for IDR	ENCSR175KWV	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster										Su(H)-dmelanogaster	DNA					False	2017-09-28	modENCODE				2							ENCFF504QSB, ENCFF629EPV	775411	Kevin White, UChicago	85073d69c256a8443767fe99cb9e5fab		https://www.encodeproject.org/files/ENCFF135ZWF/@@download/ENCFF135ZWF.bed.gz	dm3				released	s3://encode-public/2017/01/09/aa55d806-fcd8-4504-9730-a6f10f57caaf/ENCFF135ZWF.bed.gz				
ENCFF725VAI	bed narrowPeak	peaks and background as input for IDR	ENCSR175KWV	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster										Su(H)-dmelanogaster	DNA					False	2017-09-28	modENCODE				1							ENCFF336IMC, ENCFF602NWK	791545	Kevin White, UChicago	9d76fb57479e102a3395545873c93b4e		https://www.encodeproject.org/files/ENCFF725VAI/@@download/ENCFF725VAI.bed.gz	dm6				released	s3://encode-public/2017/01/09/4263028d-3c3c-4bed-aa45-dd59a7ff76e0/ENCFF725VAI.bed.gz				
ENCFF053GEB	bed narrowPeak	peaks and background as input for IDR	ENCSR175KWV	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster										Su(H)-dmelanogaster	DNA					False	2017-09-28	modENCODE				1, 2							ENCFF336IMC, ENCFF402LBQ, ENCFF602NWK	789505	Kevin White, UChicago	607d67a745646b3bf3316c98087d6452		https://www.encodeproject.org/files/ENCFF053GEB/@@download/ENCFF053GEB.bed.gz	dm6				released	s3://encode-public/2017/01/09/fe92e117-da1f-4001-bb4d-bc1c9d183fe3/ENCFF053GEB.bed.gz				
ENCFF836TXD	bed narrowPeak	optimal IDR thresholded peaks	ENCSR175KWV	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster										Su(H)-dmelanogaster	DNA					False	2017-09-28	modENCODE				1, 2							ENCFF053GEB, ENCFF303VKY, ENCFF725VAI	2109	Kevin White, UChicago	c8d5d3d8d4ee3c19635e9d03f9bdd956		https://www.encodeproject.org/files/ENCFF836TXD/@@download/ENCFF836TXD.bed.gz	dm6				released	s3://encode-public/2017/01/09/ea66dd91-9f21-45d2-b95b-498165d6faad/ENCFF836TXD.bed.gz				
ENCFF446KBM	bed narrowPeak	peaks and background as input for IDR	ENCSR377EUZ	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				stable transfection	insertion	/targets/EcR-dmelanogaster/				EcR-dmelanogaster	DNA					False	2017-09-28	modENCODE				1							ENCFF073WAK, ENCFF601YEV	781050	Kevin White, UChicago	7a4e82105799abda465fb837de22145e		https://www.encodeproject.org/files/ENCFF446KBM/@@download/ENCFF446KBM.bed.gz	dm3				released	s3://encode-public/2017/07/02/dfba9ce6-4b3b-48ae-8045-ddf565a3d8a2/ENCFF446KBM.bed.gz				
ENCFF173YGP	bed narrowPeak	peaks and background as input for IDR	ENCSR377EUZ	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				stable transfection	insertion	/targets/EcR-dmelanogaster/				EcR-dmelanogaster	DNA					False	2017-09-28	modENCODE				2							ENCFF601YEV, ENCFF763KWH	779949	Kevin White, UChicago	68ef02243b220919b528e01bf9e90fcf		https://www.encodeproject.org/files/ENCFF173YGP/@@download/ENCFF173YGP.bed.gz	dm3				released	s3://encode-public/2017/07/02/41b6f505-1c14-47e7-a540-291a46c7768a/ENCFF173YGP.bed.gz				
ENCFF731MYG	bed narrowPeak	peaks and background as input for IDR	ENCSR377EUZ	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				stable transfection	insertion	/targets/EcR-dmelanogaster/				EcR-dmelanogaster	DNA					False	2017-09-28	modENCODE				1, 2							ENCFF073WAK, ENCFF601YEV, ENCFF763KWH	787913	Kevin White, UChicago	17838e2a915b0c1daa27c411006d75f5		https://www.encodeproject.org/files/ENCFF731MYG/@@download/ENCFF731MYG.bed.gz	dm3				released	s3://encode-public/2017/07/02/f2d9eb87-f21e-45a6-ad63-be26b5dc013b/ENCFF731MYG.bed.gz				
ENCFF392BXB	bed narrowPeak	optimal IDR thresholded peaks	ENCSR377EUZ	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				stable transfection	insertion	/targets/EcR-dmelanogaster/				EcR-dmelanogaster	DNA					False	2017-09-28	modENCODE				1, 2							ENCFF173YGP, ENCFF446KBM, ENCFF731MYG	17786	Kevin White, UChicago	607497ecf1b7f2a6968ee569bc918dda		https://www.encodeproject.org/files/ENCFF392BXB/@@download/ENCFF392BXB.bed.gz	dm3				released	s3://encode-public/2017/07/02/8bd14c07-cefe-47e3-b3be-4a1cdf9ea114/ENCFF392BXB.bed.gz				
ENCFF178XUS	bed narrowPeak	peaks and background as input for IDR	ENCSR377EUZ	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				stable transfection	insertion	/targets/EcR-dmelanogaster/				EcR-dmelanogaster	DNA					False	2017-09-28	modENCODE				1							ENCFF203WMX, ENCFF398NDH	781824	Kevin White, UChicago	fefff3d3969f7ab138a5ecca0d9841c9		https://www.encodeproject.org/files/ENCFF178XUS/@@download/ENCFF178XUS.bed.gz	dm6				released	s3://encode-public/2017/07/02/7c30864b-54a9-46db-b8e4-ffa180a60bb0/ENCFF178XUS.bed.gz				
ENCFF944NVO	bed narrowPeak	peaks and background as input for IDR	ENCSR377EUZ	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				stable transfection	insertion	/targets/EcR-dmelanogaster/				EcR-dmelanogaster	DNA					False	2017-09-28	modENCODE				2							ENCFF056EFV, ENCFF203WMX	780951	Kevin White, UChicago	da2e5e720dafc6970afd3e27d824e17e		https://www.encodeproject.org/files/ENCFF944NVO/@@download/ENCFF944NVO.bed.gz	dm6				released	s3://encode-public/2017/07/02/94b5358c-570d-44d8-8de9-8423e286ef1c/ENCFF944NVO.bed.gz				
ENCFF903ATJ	bed narrowPeak	peaks and background as input for IDR	ENCSR377EUZ	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				stable transfection	insertion	/targets/EcR-dmelanogaster/				EcR-dmelanogaster	DNA					False	2017-09-28	modENCODE				1, 2							ENCFF056EFV, ENCFF203WMX, ENCFF398NDH	788669	Kevin White, UChicago	72d339a2ff57a976620120a6ab10c99a		https://www.encodeproject.org/files/ENCFF903ATJ/@@download/ENCFF903ATJ.bed.gz	dm6				released	s3://encode-public/2017/07/02/fa377a4a-e584-4ddd-9716-48b0fa8c4052/ENCFF903ATJ.bed.gz				
ENCFF287BIW	bed narrowPeak	optimal IDR thresholded peaks	ENCSR377EUZ	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				stable transfection	insertion	/targets/EcR-dmelanogaster/				EcR-dmelanogaster	DNA					False	2017-09-28	modENCODE				1, 2							ENCFF178XUS, ENCFF903ATJ, ENCFF944NVO	17626	Kevin White, UChicago	f6467ca989e7990c65e3e556c63a45b7		https://www.encodeproject.org/files/ENCFF287BIW/@@download/ENCFF287BIW.bed.gz	dm6				released	s3://encode-public/2017/07/02/c6ca2a06-0bbc-4a0f-9f2e-ce891bdaea6f/ENCFF287BIW.bed.gz				
ENCFF509OJU	bed narrowPeak	peaks	ENCSR377EUZ	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				stable transfection	insertion	/targets/EcR-dmelanogaster/				EcR-dmelanogaster	DNA					False	2017-09-28	modENCODE				3							ENCFF601YEV, ENCFF744ZLW	770818	Kevin White, UChicago	fcdaea1762674d53015da9d4632638d5		https://www.encodeproject.org/files/ENCFF509OJU/@@download/ENCFF509OJU.bed.gz	dm3				released	s3://encode-public/2017/09/28/dfb1b573-3b78-47ab-8d0f-6cee858902e1/ENCFF509OJU.bed.gz				
ENCFF149DCC	bed narrowPeak	peaks	ENCSR377EUZ	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				stable transfection	insertion	/targets/EcR-dmelanogaster/				EcR-dmelanogaster	DNA					False	2017-09-28	modENCODE				3							ENCFF132AUT, ENCFF203WMX	772011	Kevin White, UChicago	6546804718bdc9b940501e7ca3f95e3e		https://www.encodeproject.org/files/ENCFF149DCC/@@download/ENCFF149DCC.bed.gz	dm6				released	s3://encode-public/2017/09/28/ba7197c2-6975-4ec8-b6a2-cb6de3b73944/ENCFF149DCC.bed.gz				
ENCFF722PYC	bed narrowPeak	peaks and background as input for IDR	ENCSR566ZYE	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				stable transfection	insertion	/targets/EcR-dmelanogaster/				EcR-dmelanogaster	DNA					False	2017-09-28	modENCODE				1							ENCFF154AWR, ENCFF559FVI	778839	Kevin White, UChicago	f27ecfd31733aef1393195ea0acd38fe		https://www.encodeproject.org/files/ENCFF722PYC/@@download/ENCFF722PYC.bed.gz	dm3				released	s3://encode-public/2017/07/02/b79b716b-4dd1-4b20-80a2-057ec7bfb22b/ENCFF722PYC.bed.gz				
ENCFF725BZF	bed narrowPeak	peaks and background as input for IDR	ENCSR566ZYE	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				stable transfection	insertion	/targets/EcR-dmelanogaster/				EcR-dmelanogaster	DNA					False	2017-09-28	modENCODE				2							ENCFF559FVI, ENCFF581OBL	768962	Kevin White, UChicago	07c740037615f4bbd6a218d2cf243f35		https://www.encodeproject.org/files/ENCFF725BZF/@@download/ENCFF725BZF.bed.gz	dm3				released	s3://encode-public/2017/07/02/cc41b61d-d217-4f5e-a9ba-24a8c5bc7ee3/ENCFF725BZF.bed.gz				
ENCFF362RZU	bed narrowPeak	peaks and background as input for IDR	ENCSR566ZYE	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				stable transfection	insertion	/targets/EcR-dmelanogaster/				EcR-dmelanogaster	DNA					False	2017-09-28	modENCODE				1, 2							ENCFF154AWR, ENCFF559FVI, ENCFF581OBL	771553	Kevin White, UChicago	130aecc14316a565a09f2de59bb61a64		https://www.encodeproject.org/files/ENCFF362RZU/@@download/ENCFF362RZU.bed.gz	dm3				released	s3://encode-public/2017/07/02/f225f867-9752-4d46-868b-69b4aa646a69/ENCFF362RZU.bed.gz				
ENCFF289THK	bed narrowPeak	optimal IDR thresholded peaks	ENCSR566ZYE	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				stable transfection	insertion	/targets/EcR-dmelanogaster/				EcR-dmelanogaster	DNA					False	2017-09-28	modENCODE				1, 2							ENCFF362RZU, ENCFF722PYC, ENCFF725BZF	48254	Kevin White, UChicago	c2fe9943480308aa2963d9796a0a2ba3		https://www.encodeproject.org/files/ENCFF289THK/@@download/ENCFF289THK.bed.gz	dm3				released	s3://encode-public/2017/07/02/937b4e00-b893-4a12-abb3-81491991b051/ENCFF289THK.bed.gz				
ENCFF403VMR	bed narrowPeak	peaks and background as input for IDR	ENCSR566ZYE	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				stable transfection	insertion	/targets/EcR-dmelanogaster/				EcR-dmelanogaster	DNA					False	2017-09-28	modENCODE				1							ENCFF255JPY, ENCFF905AEO	778993	Kevin White, UChicago	3e9cf282e9cb7957f978adc8d8f5d3a0		https://www.encodeproject.org/files/ENCFF403VMR/@@download/ENCFF403VMR.bed.gz	dm6				released	s3://encode-public/2017/07/02/2255726d-2eab-4ea7-a685-ce67803d6514/ENCFF403VMR.bed.gz				
ENCFF455WMM	bed narrowPeak	peaks and background as input for IDR	ENCSR566ZYE	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				stable transfection	insertion	/targets/EcR-dmelanogaster/				EcR-dmelanogaster	DNA					False	2017-09-28	modENCODE				1, 2							ENCFF255JPY, ENCFF697BNF, ENCFF905AEO	772104	Kevin White, UChicago	108791aa06f42fb2aeff7104c18167ea		https://www.encodeproject.org/files/ENCFF455WMM/@@download/ENCFF455WMM.bed.gz	dm6				released	s3://encode-public/2017/07/02/d9455d07-3a01-49a5-8c5f-44476e979ef9/ENCFF455WMM.bed.gz				
ENCFF807OKB	bed narrowPeak	peaks and background as input for IDR	ENCSR566ZYE	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				stable transfection	insertion	/targets/EcR-dmelanogaster/				EcR-dmelanogaster	DNA					False	2017-09-28	modENCODE				2							ENCFF697BNF, ENCFF905AEO	769282	Kevin White, UChicago	016eb17e8e47be004c342b19036f181f		https://www.encodeproject.org/files/ENCFF807OKB/@@download/ENCFF807OKB.bed.gz	dm6				released	s3://encode-public/2017/07/02/c1821d66-e437-4ebf-827d-dfe505508d70/ENCFF807OKB.bed.gz				
ENCFF242NCQ	bed narrowPeak	optimal IDR thresholded peaks	ENCSR566ZYE	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				stable transfection	insertion	/targets/EcR-dmelanogaster/				EcR-dmelanogaster	DNA					False	2017-09-28	modENCODE				1, 2							ENCFF403VMR, ENCFF455WMM, ENCFF807OKB	48580	Kevin White, UChicago	2c42b3994a7b77d1be59fad09f6389f3		https://www.encodeproject.org/files/ENCFF242NCQ/@@download/ENCFF242NCQ.bed.gz	dm6				released	s3://encode-public/2017/07/02/0ffb1184-b614-44c6-914c-7ee1cd48498c/ENCFF242NCQ.bed.gz				
ENCFF695NOV	bed narrowPeak	peaks	ENCSR566ZYE	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				stable transfection	insertion	/targets/EcR-dmelanogaster/				EcR-dmelanogaster	DNA					False	2017-09-28	modENCODE				3							ENCFF186CJS, ENCFF905AEO	763997	Kevin White, UChicago	ebbdc1a6b7ccc7be90f392cb8b16aee6		https://www.encodeproject.org/files/ENCFF695NOV/@@download/ENCFF695NOV.bed.gz	dm6				released	s3://encode-public/2017/09/28/a5d1bbfb-8ab0-4ce2-9c7b-3cf163ee7926/ENCFF695NOV.bed.gz				
ENCFF696WCZ	bed narrowPeak	peaks	ENCSR566ZYE	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				stable transfection	insertion	/targets/EcR-dmelanogaster/				EcR-dmelanogaster	DNA					False	2017-09-28	modENCODE				3							ENCFF559FVI, ENCFF728ULV	763862	Kevin White, UChicago	1aec1f808bb2733f96512bbe7ff6baeb		https://www.encodeproject.org/files/ENCFF696WCZ/@@download/ENCFF696WCZ.bed.gz	dm3				released	s3://encode-public/2017/09/28/6d732071-86d2-4a2f-bc17-75f2ef3f3960/ENCFF696WCZ.bed.gz				
ENCFF674GJD	bed narrowPeak	peaks and background as input for IDR	ENCSR890MZY	ChIP-seq	EFO:0005819	Kc167	cell line	Drosophila melanogaster										h-dmelanogaster	DNA					False	2018-03-13	modENCODE				3							ENCFF575KZD, ENCFF629EWI	768783	Kevin White, UChicago	6f33502373708722d05cd183d2534967		https://www.encodeproject.org/files/ENCFF674GJD/@@download/ENCFF674GJD.bed.gz	dm3				released	s3://encode-public/2017/12/11/a5600c9e-835f-4a05-99cc-02c4adfdda82/ENCFF674GJD.bed.gz				
ENCFF257LUY	bed narrowPeak	peaks and background as input for IDR	ENCSR890MZY	ChIP-seq	EFO:0005819	Kc167	cell line	Drosophila melanogaster										h-dmelanogaster	DNA					False	2018-03-13	modENCODE				1							ENCFF569DFO, ENCFF629EWI	788201	Kevin White, UChicago	50857f573a04a0ce902b640b8a25632e		https://www.encodeproject.org/files/ENCFF257LUY/@@download/ENCFF257LUY.bed.gz	dm3				released	s3://encode-public/2017/12/11/1a76f5b4-f7f1-449f-96c5-3b0e185a0016/ENCFF257LUY.bed.gz				
ENCFF066GIK	bed narrowPeak	peaks and background as input for IDR	ENCSR890MZY	ChIP-seq	EFO:0005819	Kc167	cell line	Drosophila melanogaster										h-dmelanogaster	DNA					False	2018-03-13	modENCODE				1							ENCFF247NTN, ENCFF360RSD	787400	Kevin White, UChicago	44a348ba63c1f1cedfe0d5ffa6cde168		https://www.encodeproject.org/files/ENCFF066GIK/@@download/ENCFF066GIK.bed.gz	dm6				released	s3://encode-public/2017/12/11/292ffc96-c457-4606-870e-6607a23daf68/ENCFF066GIK.bed.gz				
ENCFF150MCW	bed narrowPeak	peaks and background as input for IDR	ENCSR890MZY	ChIP-seq	EFO:0005819	Kc167	cell line	Drosophila melanogaster										h-dmelanogaster	DNA					False	2018-03-13	modENCODE				3							ENCFF360RSD, ENCFF654AIU	772180	Kevin White, UChicago	56230c6579585bb67de2a50b81c849af		https://www.encodeproject.org/files/ENCFF150MCW/@@download/ENCFF150MCW.bed.gz	dm6				released	s3://encode-public/2017/12/11/b1f93c8d-a448-40d4-a7bc-4ba88e188fc8/ENCFF150MCW.bed.gz				
ENCFF652XAU	bed narrowPeak	peaks and background as input for IDR	ENCSR890MZY	ChIP-seq	EFO:0005819	Kc167	cell line	Drosophila melanogaster										h-dmelanogaster	DNA					False	2018-03-13	modENCODE				2							ENCFF629EWI, ENCFF759HAT	786792	Kevin White, UChicago	f87c771a22192939913e32841c433fb9		https://www.encodeproject.org/files/ENCFF652XAU/@@download/ENCFF652XAU.bed.gz	dm3				released	s3://encode-public/2017/12/11/ffe34414-7834-49c0-8207-629295fbefdc/ENCFF652XAU.bed.gz				
ENCFF792ZVP	bed narrowPeak	peaks and background as input for IDR	ENCSR890MZY	ChIP-seq	EFO:0005819	Kc167	cell line	Drosophila melanogaster										h-dmelanogaster	DNA					False	2018-03-13	modENCODE				1, 2, 3							ENCFF569DFO, ENCFF575KZD, ENCFF629EWI, ENCFF759HAT	787877	Kevin White, UChicago	6780adf4032d5d6885922277cf8f5e6e		https://www.encodeproject.org/files/ENCFF792ZVP/@@download/ENCFF792ZVP.bed.gz	dm3				released	s3://encode-public/2017/12/11/4b3f075b-33af-485d-9855-30b2ea794688/ENCFF792ZVP.bed.gz				
ENCFF584YLF	bed narrowPeak	optimal IDR thresholded peaks	ENCSR890MZY	ChIP-seq	EFO:0005819	Kc167	cell line	Drosophila melanogaster										h-dmelanogaster	DNA					False	2018-03-13	modENCODE				1, 2, 3							ENCFF257LUY, ENCFF652XAU, ENCFF674GJD, ENCFF792ZVP	6624	Kevin White, UChicago	395d9642fe0564dbe5764ebdafbc2c73		https://www.encodeproject.org/files/ENCFF584YLF/@@download/ENCFF584YLF.bed.gz	dm3				released	s3://encode-public/2017/12/11/dfe2ac85-039d-4304-9255-d7a5c6a8fc5f/ENCFF584YLF.bed.gz				
ENCFF273KMD	bed narrowPeak	peaks and background as input for IDR	ENCSR890MZY	ChIP-seq	EFO:0005819	Kc167	cell line	Drosophila melanogaster										h-dmelanogaster	DNA					False	2018-03-13	modENCODE				2							ENCFF360RSD, ENCFF730ENJ	785151	Kevin White, UChicago	6b98747a3031132aaaacfaf428068609		https://www.encodeproject.org/files/ENCFF273KMD/@@download/ENCFF273KMD.bed.gz	dm6				released	s3://encode-public/2017/12/11/e5f6ef9e-d478-4de3-939d-bde9a736b647/ENCFF273KMD.bed.gz				
ENCFF680EOF	bed narrowPeak	peaks and background as input for IDR	ENCSR890MZY	ChIP-seq	EFO:0005819	Kc167	cell line	Drosophila melanogaster										h-dmelanogaster	DNA					False	2018-03-13	modENCODE				1, 2, 3							ENCFF247NTN, ENCFF360RSD, ENCFF654AIU, ENCFF730ENJ	787581	Kevin White, UChicago	095fb4de8e181e2dac0fd593fa46cdf7		https://www.encodeproject.org/files/ENCFF680EOF/@@download/ENCFF680EOF.bed.gz	dm6				released	s3://encode-public/2017/12/11/6ded3b64-fd2f-48c0-a2d6-a0cd60651b46/ENCFF680EOF.bed.gz				
ENCFF222FPY	bed narrowPeak	optimal IDR thresholded peaks	ENCSR890MZY	ChIP-seq	EFO:0005819	Kc167	cell line	Drosophila melanogaster										h-dmelanogaster	DNA					False	2018-03-13	modENCODE				1, 2, 3							ENCFF066GIK, ENCFF150MCW, ENCFF273KMD, ENCFF680EOF	2857	Kevin White, UChicago	ca4c20b97c7e18bb745ad68bfa844645		https://www.encodeproject.org/files/ENCFF222FPY/@@download/ENCFF222FPY.bed.gz	dm6				released	s3://encode-public/2017/12/11/2285b5d5-74c7-4223-a91f-943346dd0948/ENCFF222FPY.bed.gz				
ENCFF419IFG	bed narrowPeak	peaks and background as input for IDR	ENCSR672NRQ	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster										Hr39-dmelanogaster	DNA					False	2017-09-28	modENCODE				1							ENCFF252MYD, ENCFF677UHC	779442	Kevin White, UChicago	3b9b1756e7591b8a2d3786e80864ac4e		https://www.encodeproject.org/files/ENCFF419IFG/@@download/ENCFF419IFG.bed.gz	dm3				released	s3://encode-public/2017/07/02/c7217bb6-0eca-487d-abc7-c11dc733703a/ENCFF419IFG.bed.gz				
ENCFF726BJE	bed narrowPeak	peaks and background as input for IDR	ENCSR672NRQ	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster										Hr39-dmelanogaster	DNA					False	2017-09-28	modENCODE				2							ENCFF205ECY, ENCFF252MYD	740685	Kevin White, UChicago	4fc16f372d0f270345fea4a03b41661e		https://www.encodeproject.org/files/ENCFF726BJE/@@download/ENCFF726BJE.bed.gz	dm3				released	s3://encode-public/2017/07/02/df27d2b1-b047-4aff-a3c8-dacd7e0e7ff7/ENCFF726BJE.bed.gz				
ENCFF253LYO	bed narrowPeak	peaks and background as input for IDR	ENCSR672NRQ	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster										Hr39-dmelanogaster	DNA					False	2017-09-28	modENCODE				1, 2							ENCFF205ECY, ENCFF252MYD, ENCFF677UHC	776908	Kevin White, UChicago	55c3647de18a509b06c0eb83dfa004e7		https://www.encodeproject.org/files/ENCFF253LYO/@@download/ENCFF253LYO.bed.gz	dm3				released	s3://encode-public/2017/07/02/fba2dc3b-d798-4d0f-9ff6-296fc4f93f6a/ENCFF253LYO.bed.gz				
ENCFF125OAG	bed narrowPeak	optimal IDR thresholded peaks	ENCSR672NRQ	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster										Hr39-dmelanogaster	DNA					False	2017-09-28	modENCODE				1, 2							ENCFF253LYO, ENCFF419IFG, ENCFF726BJE	26672	Kevin White, UChicago	b7f939ba943d621fe9103f98773e90c6		https://www.encodeproject.org/files/ENCFF125OAG/@@download/ENCFF125OAG.bed.gz	dm3				released	s3://encode-public/2017/07/02/f108809a-588e-4d9d-b5d7-95f326702c1a/ENCFF125OAG.bed.gz				
